key,Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated,FIPS
Frederick MD,Jug Bridge Brewery,911 E Patrick St,Frederick,MD,21701,Frederick,www.facebook.com/JugBridgeBrewery,,BC/TR,,,24021
Frederick MD,Midnight Run Brewing Co,912 N East St,Frederick,MD,21701,Frederick,www.midnightrunbrewing.com,240-651-1424,BC/TR,,,24021
Frederick MD,Monocacy Brewing Co,1781 N Market St,Frederick,MD,21701,Frederick,www.monocacybrewing.com/,240-457-4232,BC/TR,,,24021
Frederick MD,Olde Mother Brewing Co,526 N Market St,Frederick,MD,21701,Frederick,www.oldemother.com,240-877-7392,BC/TR,,,24021
Frederick MD,Rockwell Brewery,880 N East St - Suite 201,Frederick,MD,21701,Frederick,www.rockwellbrewery.com,301-732-4880,BC/TR,,,24021
Frederick MD,Smoketown Creekside,400 Sagner Ave - Suite 100,Frederick,MD,21701,Frederick,www.smoketowncreekside.com,301-834-4828,BC/TR,,,24021
Frederick MD,Steinhardt Brewing Co,340 E Patrick St – Suite 102,Frederick,MD,21701,Frederick,www.steinhardtbrewing.com,301-471-0901,BC/TR,,,24021
Gaithersburg MD,Elder Pine Brewery,4200 Sundown Rd,Gaithersburg,MD,20882,Montgomery,www.elderpine.com,240-284-8425,BC/TR,,,24031
Gambrills MD,Pherm Brewing Co,1041 MD-3,Gambrills,MD,21054,Anne Arundel,phermbrewing.com,443-302-2535,BC/TR,NEW,5/2/2021,24003
Hagerstown MD,Antietam Brewing Co,140 Western Maryland Parkway,Hagerstown,MD,21740,Washington,antietambrewery.com/,240-513-4490,BC/TR,,,24043
Hagerstown MD,Upper Stem Brewery,20150 Leitersburg Pike,Hagerstown,MD,21742,Washington,www.upperstembrewery.com,301-848-9527,BC/TR,NEW,5/2/2021,24043
Halethorpe MD,Clipper City Brewing Co (Heavy Seas),4615 Hollins Ferry Rd,Halethorpe,MD,21227,Baltimore County,www.hsbeer.com/,410-247-7822,BC/TR,,,24005
Halethorpe MD,Guinness Open Gate Brewery & Barrel House,5001 Washington Blvd,Halethorpe,MD,21227,Baltimore County,www.newguinnessbrewery.com,,BC/TR,,,24005
Hampstead MD,Pipe the Side Brewing Co,721 Hanover Pike - Suite 147,Hampstead,MD,21074,Carroll,pipethesidebrewingcompany.com,443-639-2980,BC/TR,,,24013
Hampstead MD,Ruhlman Brewery,2300 Harvey Gummel Rd,Hampstead,MD,21074,Carroll,www.ourales.com/,410-259-4166,BC/TR,,,24013
Havre de Grace MD,Battery Island Brewing Co,101 N Washington St,Havre de Grace,MD,21078,Harford,batteryislandbrewing.com,443-987-0065,BC/TR,NEW,6/22/2021,24025
Havre de Grace MD,Hopkins Farm Brewery,3833 Rider Lane,Havre de Grace,MD,21078,Harford,hopkinsfarmbrewery.com,,BC/TR,,,24025
Hunt Valley MD,B.C. Brewery,10950 Gilroy Rd - Suite F,Hunt Valley,MD,21031,Baltimore County,bcbrewerymd.com/,443-391-3847,BP,,,24005
Huntingtown MD,Gypsy Brewing Co,4210 Jenna Court,Huntingtown,MD,20639,Calvert,,410-449-9379,BC,,,24009
Hyattsville MD,"Franklins Restaurant, Brewery and General Store",5121 Baltimore Ave - Rte 1,Hyattsville,MD,20781,Prince Georges,www.franklinsbrewery.com/,301-927-2740,BP,,,24033
Hyattsville MD,Streetcar 82 Brewing Co,4824 Rhode Island Ave,Hyattsville,MD,20781,Prince Georges,www.streetcar82brewing.com,240-782-0152,BC/TR,,,24033
Keedysville MD,Great American Brewing Co,4821 Porterstown Rd,Keedysville,MD,21756,Washington,greatamericanlightbeer.com,301-962-4800,BC/TR,NEW,5/2/2021,24043
Laurel MD,Jailbreak Brewing Co,9445 Washington Blvd N - Suite F,Laurel,MD,20723,Howard,www.jailbreakbrewing.com/,443-345-9699,BP,,,24027
Laytonsville MD,Waredaca Brewing Co,4017 Damascus Rd,Laytonsville,MD,20882,Montgomery,www.waredacabrewing.com/,301- 774 - 2337,BC/TR,,,24031
Leonardtown MD,Jubilee Farm Fermentations,19860 Pear Hill Rd,Leonardtown,MD,20650,St. Marys,www.jubileefarmfermentations.com,,BC,NEW,5/2/2021,24037
Leonardtown MD,Lillard and Daughters Farms,20752 Penansey Lane,Leonardtown,MD,20650,St. Marys,www.facebook.com/ladfarmsbrewing,,BC,NEW,5/2/2021,24037
Little Orleans MD,Locust Post Brewery,31706 Old Adams Rd,Little Orleans,MD,21766,Allegany,www.facebook.com/locustpostbrewery,301-697-3519,BC/TR,NEW,5/2/2021,24001
Lusby MD,Breton Bay Brewing Co,645 Miriam Lane,Lusby,MD,20657,Calvert,www.bretonbaybrewing.com,410-231-4778,BC,NEW,5/2/2021,24009
Middle River MD,Pooles Island Brewing Co,11695 Crossroads Circle - Suite A,Middle River,MD,21220,Baltimore County,www.poolesbrewing.com,410-630-9164,BC/TR,,,24005
Monkton MD,Inverness Brewing Co,16200 Markoe Rd,Monkton,MD,21111,Baltimore County,invernessbrewing.com,443-829-2142,BC/TR,,,24005
Mount Airy MD,Freys Brewing Co (Libertytown Hops),8601 Mapleville Rd,Mount Airy,MD,21771,Frederick,www.freysbrewing.com/,301-639-7146,BC/TR,,,24021
Mount Airy MD,Milkhouse Brewery at Stillpoint Farm,8253 Dollyhyde Rd,Mount Airy,MD,21771,Frederick,www.milkhousebrewery.com/,301-829-6950,BC/TR,,,24021
Mount Airy MD,Red Shedman Farm Brewery,13601 Glissans Mill Rd,Mount Airy,MD,21771,Frederick,redshedman.com/,301-831-5889,BC/TR,,,24021
Ocean City MD,Backshore Brewing Co,913 Atlantic Ave - Boardwalk,Ocean City,MD,21843,Worcester,www.backshorebrew.com/,410-289-0008,BP,,,24047
Ocean City MD,Fin City Brewing Co (Hoopers Crab House),12913 Ocean Gateway - BREWS SEASONALLY,Ocean City,MD,21842,Worcester,www.fincitybrewing.com/,410-213-1771,BP,,,24047
Odenton MD,Crooked Crab Brewing Co,8251 Telegraph Rd - Suite E,Odenton,MD,21113,Anne Arundel,www.crookedcrabbrewing.com,443-569-9187,BC/TR,,,24003
Olney MD,Lone Oak Farm Brewing Co,5000 Olney Laytonsville Rd,Olney,MD,20832,Montgomery,loneoakbrewingco.com,240-261-4967,BP,,,24031
Owings MD,Scorpion Brewing Co,929 Skinners Turn Rd - Suite 100,Owings,MD,20736,Calvert,www.scorpionbrewing.com/,410-279-9700,BC/TR,,,24009
Parkton MD,Big Truck Farm Brewery,19919 Cameron Mill Rd,Parkton,MD,21120,Baltimore County,www.btfbeer.com,443-934-4231,BC/TR,NEW,10/18/2021,24005
Parsonsburg MD,Tall Tales Brewing Co,6929 Heron Grove Ct,Parsonsburg,MD,21849,Wicomico,www.talltalesbrew.com/,410-824-2739,BP,,,24045
Prince Frederick MD,Calvert Brewing Co,150 Adelina Rd - SEASONAL,Prince Frederick,MD,20678,Calvert,www.calvertbrewingcompany.com/,240-245-4609,BC/TR,,,24009
Prince Frederick MD,Mullys Brewery,141 Schooner Ln - Unit 15,Prince Frederick,MD,20678,Calvert,www.mullysbrewery.com/,443-968-9426,BC,,,24009
Queenstown MD,Ten Eyck Brewing Co,205 Grange Hall Rd,Queenstown,MD,21658,Queen Annes,teneyckbrewing.com,443-347-3637,BC/TR,,,24035
Reisterstown MD,Farmacy Brewing Co (Wiillowdale Farm),3100 Black Rock Rd,Reisterstown,MD,21136,Baltimore County,www.farmacybrewing.com,410-935-2551,BC/TR,,,24005
Rising Sun MD,Bog Turtle Brewery,10 E Main St,Rising Sun,MD,21911,Cecil,www.bogturtlebrewery.com,484-758-0416,BP,,,24015
Riverdale Park MD,Denizens Brewing Co,4550 Van Buren St,Riverdale Park,MD,20737,Prince Georges,denizensbrewingco.com,240-582-6817,BP,,,24033
Rockville MD,7 Locks Brewing Co,12227 Wilkins Ave,Rockville,MD,20852,Montgomery,www.7locksbrewing.com/,301-841-7123,BC/TR,,,24031
Rockville MD,Saints Row Brewing Co,1211-1213 Taft St,Rockville,MD,20850,Montgomery,www.saintsrowbeer.com/,,BC/TR,,,24031
Rockville MD,True Respite Brewing Co,7301 Calhoun Pl - Suite 600,Rockville,MD,20855,Montgomery,truerespite.com,301-284-8447,BC/TR,,,24031
Salisbury MD,Evolution Craft Brewing Co,201 E Vine St,Salisbury,MD,21801,Wicomico,www.evolutioncraftbrewing.com/,443-260-2337,BC/TR,,,24045
Salisbury MD,Gateway Craft Brewing Co,2207 Northwood Dr – Suite 3A,Salisbury,MD,21801,Wicomico,www.facebook.com/Gateway-Craft-Brewing-1136945279702422,410-742-4193,BC/TR,,,24045
Silver Spring MD,Astro Lab Brewing Co,8216 Georgia Ave,Silver Spring,MD,20910,Montgomery,www.astrolabbrewing.com,301-273-9684,BP,,,24031
Silver Spring MD,Denizens Brewing Co,1115 East-West Hwy,Silver Spring,MD,20910,Montgomery,denizensbrewingco.com/,301-557-9818,BC/TR,,,24031
Silver Spring MD,Silver Branch Brewing Co,8401 Colesville Rd - Suite 150,Silver Spring,MD,20910,Montgomery,www.silverbranchbrewing.com,202-841-8646,BC/TR,,,24031
St Michaels MD,Eastern Shore Brewing Co,605 S Talbot St,St Michaels,MD,21663,Talbot,www.easternshorebrewing.com/,410-745-8010,BC/TR,,,24041
Stevensville MD,Cult Classic Brewing Co,1169 Shopping Center Rd,Stevensville,MD,21666,Queen Annes,cultclassicbrewing.com/,443-223-6480,BC/TR,,,24035
Street MD,Falling Branch Brewery,825 Highland Rd,Street,MD,21154,Harford,fallingbranchbeer.com/,410-688-7922,BC/TR,,,24025
Sudlersville MD,Patriot Acres Farm Brewery - LIMITED HOURS,1621 Millington Rd,Sudlersville,MD,21668,Queen Annes,www.patriotacresfarmbrewery.com/,410-708-5424,BC/TR,,,24035
Taneytown MD,Brewery Fire,4337 Old Taneytown Rd - Suite B,Taneytown,MD,21787,Carroll,www.breweryfire.com,410-680-6005,BC/TR,,,24013
Thurmont MD,Springfield Manor Winery Distillery and Brewery,11836 Auburn Rd,Thurmont,MD,21788,Frederick,www.springfieldmanor.com,301-271-0099,BC/TR,,,24021
Union Bridge MD,Flood Zone Brewery,20 N Main St,Union Bridge,MD,21791,Carroll,www.floodzonebrewery.com,443-937-6170,BC/TR,NEW,5/2/2021,24013
Upper Marlboro MD,Calvert Brewing Co,15850 Commerce Ct,Upper Marlboro,MD,20774,Prince Georges,www.calvertbrewingcompany.com/,240-245-4609,BC/TR,,,24033
Waldorf MD,Patuxent Brewing Co,70 Industrial Park Dr - Unit 2A,Waldorf,MD,20602,Charles,www.patuxentbrewing.com,240-702-2611,BC/TR,,,24017
Westminster MD,Johanssons Dining House,4 W Main St,Westminster,MD,21157,Carroll,www.johanssonsdininghouse.com/,410-876-0101,BP,,,24013
Westminster MD,Pub Dog Brewing Co,1203 New Windsor Rd,Westminster,MD,21158,Carroll,www.pubdog.com/,410-848-3993,BC,,,24013
Whaleyville MD,Costa Ventosa Winery & Vineyard,9031 Whaleysville Rd - Route 610,Whaleyville,MD,21872,Worcester,www.costaventosa.com/,410-352-9867,BC/TR,,,24047
White Marsh MD,White Marsh Brewing Co (Red Brick Station),8149 Honeygo Blvd,White Marsh,MD,21236,Baltimore County,www.redbrickstation.com/,410-931-7827,BP,,,24005
Whiteford MD,Slate Farm Brewery,2128 Whiteford Rd,Whiteford,MD,21160,Harford,www.slatefarmbrewery.com,443-528-7443,BP,,,24025
Williamsport MD,Cushwa Brewing Co,10210 Governor Lane Blvd -Suite 1010,Williamsport,MD,21795,Washington,www.cushwabrewing.com/,717-816-3165,BC/TR,,,24043
Williamsport MD,Homaide Brewing Co,10212 Governor Lane Blvd – Suite 1012,Williamsport,MD,21795,Washington,www.homaidebrewing.com,833-466-2433,BC/TR,,,24043
Amherst ME,Airline Brewing Co,22 Mill Lane,Amherst,ME,4605,Hancock,www.abcmaine.beer/,207-584-2337,BC/TR,,,23009
Auburn ME,Gritty McDuffs Brew Pub,68 Main St,Auburn,ME,4210,Androscoggin,www.grittys.com/,207-376-2736,BP,,,23001
Auburn ME,Lost Valley Brewing Co (Lost Valley Ski Resort),200 Lost Valley Rd,Auburn,ME,4210,Androscoggin,www.facebook.com/Lost-Valley-Brewing-Company-160619647757013/,,BP,,,23001
Auburn ME,Side By Each Brewing Co (Pinky D Poutine Factory),1110 Minot Ave,Auburn,ME,4210,Androscoggin,sidebyeachbrewing.com,207-689-3030,BP,,,23001
Augusta ME,Cushnoc Brewing Co,243 Water St,Augusta,ME,4330,Kennebec,www.cushnocbrewing.com,207-213-6332,BP,,,23011
Bangor ME,2 Feet Brewing Co,80 Columbia St,Bangor,ME,4401,Penobscot,www.2feetbrewing.com,207-573-1979,BP,,,23019
Bangor ME,Bangor Beer Co,330 Bangor Mall Blvd - REAR,Bangor,ME,4401,Penobscot,www.bangorbeerco.com,207-947-6960,BP,,,23019
Bangor ME,Geaghan Brothers Brewing Co (Geaghans Pub and Rest),570 Main St,Bangor,ME,4401,Penobscot,www.geaghanspub.com/ordereze/Content/9/Summary.aspx/,207-945-3730,BP,,,23019
Bangor ME,Orono Brewing Co,26 State St,Bangor,ME,4401,Penobscot,oronobrewing.com,207-262-5027,BC/TR,,,23019
Bangor ME,Sea Dog Brewing Co,26 Front St,Bangor,ME,4401,Penobscot,www.seadogbrewing.com/,207-262-0061,BP,,,23019
Bar Harbor ME,Atlantic Brewing Co (Mainely Meat BBQ),15 Knox Rd - OPEN SEASONALLY,Bar Harbor,ME,4609,Hancock,www.atlanticbrewing.com/,207-288-2337,BP,,,23009
Bar Harbor ME,Atlantic Brewing Midtown (Atlantic Burgers),52 Cottage St,Bar Harbor,ME,4609,Hancock,www.atlanticbrewing.com/pilot-brewery,207-288-2337,BP,,,23009
Bar Harbor ME,Jack Russells Steak House & Brewery,102 Eden St,Bar Harbor,ME,4609,Hancock,www.barharbor365.com/jackrussells/,207-288-4914,BP,,,23009
Bath ME,Bath Brewing Co,141 Front St,Bath,ME,4530,Sagadahoc,bathbrewing.com,207-560-3389,BP,,,23023
Belfast ME,Frosty Bottom Brewing Co,18 Hunt Rd,Belfast,ME,4915,Waldo,www.facebook.com/pages/category/Brewery/Frosty-Bottom-Brewing-1073537576182933/,,BC,,,23027
Belfast ME,Marshall Wharf Brewing Co (3 Tides Rest.),40 Marshall Wharf,Belfast,ME,4915,Waldo,www.marshallwharfbrewing.com,207-338-2700,BP,,,23027
Berwick ME,Corner Point Brewing Co,1 Sullivan St,Berwick,ME,3901,York,www.facebook.com/cornerpointbrewing/,207-432-1095,BC/TR,,,23031
Bethel ME,Steam Mill Brewing Co,7 Mechanic St,Bethel,ME,4217,Oxford,steammillbrew.com,207-301-4308,BC/TR,,,23017
Bethel ME,Sunday River Brewing Co,1 Sunday River Rd,Bethel,ME,4217,Oxford,www.sundayriverbrewpub.com/,207-824-3541,BP,,,23017
Biddeford ME,Banded Brewery,32 Main St - Building 13-W,Biddeford,ME,4005,York,bandedbrewing.com/,207-944-5026,BC/TR,,,23031
Biddeford ME,Blaze Brewing Co,28 Pearl St,Biddeford,ME,4005,York,www.blazebrewing.com,207-233-1346,BP,,,23031
Biddeford ME,Lucky Pigeon Brewing Co,40 Main St – Suite 13-131,Biddeford,ME,4005,York,www.luckypigeonbrewing.com,207-602-6260,BC/TR,NEW,10/18/2021,23031
Biddeford ME,Nuts and Bolts Brewing Co,10 Westpoint Lane √± Bldg 10 √± Suite 204,Biddeford,ME,4005,York,www.nutsnboltsbeer.com/,207-468-1538,BC/TR,,,23031
Blue Hill ME,Deep Water Brew Pub,33 Tenney Hill,Blue Hill,ME,4614,Hancock,www.arborvine.com/,207-374-2441,BP,,,23009
Boothbay ME,Boothbay Craft Brewery,301 Adams Pond Rd,Boothbay,ME,4537,Lincoln,www.boothbaycraftbrewery.com/,207-633-3411,BP,,,23015
Boothbay Harbor ME,Footbridge Brewing Co,2 Granary Way,Boothbay Harbor,ME,4538,Lincoln,www.footbridgebrewery.com,207-352-3007,BC/TR,,,23015
Brewer ME,207 Beer Co,71 Center St,Brewer,ME,4412,Penobscot,www.207beercompany.net,207-659-8916,BC/TR,,,23019
Brewer ME,Blank Canvas Brewery,71B Center St,Brewer,ME,4412,Penobscot,,,BC/TR,,,23019
Brewer ME,Geaghan Brothers Brewing Co,34 Abbott St,Brewer,ME,4412,Penobscot,www.geaghans.com/,,BC/TR,,,23019
Brewer ME,Masons Brewing Co,15 Hardy St,Brewer,ME,4402,Penobscot,masonsbrewingcompany.com/,207-659-2300,BP,,,23019
Bridgton ME,Drumming Grouse Brewery,318 Fosterville Rd,Bridgton,ME,4009,Cumberland,drumminggrousebrewery.com,410-960-9679,BC,,,23005
Brunswick ME,Black Pug Brewing Co,30 Bath Rd - Suite 1,Brunswick,ME,4011,Cumberland,www.blackpugbeer.co,207-272-5356,BC/TR,,,23005
Brunswick ME,Flight Deck Brewing Co,11 Atlantic Ave,Brunswick,ME,4011,Cumberland,www.flightdeckbrewing.com,207-504-5133,BC/TR,,,23005
Brunswick ME,Moderation Brewing Co,103 Maine St,Brunswick,ME,4011,Cumberland,www.moderationbrewery.com,207-406-2112,BC/TR,,,23005
Bucksport ME,Friars Brewhouse (Franciscan Brothers of St. Elizabeth of Hungry),55 Orcutt Mountain Rd,Bucksport,ME,4416,Hancock,www.facebook.com/Friars.Brewhouse/timeline/,207-469-0882,BC,,,23009
Camden ME,Blaze Brewing Co (Kurafuto Rest),5 Bay View Landing,Camden,ME,4843,Knox,www.facebook.com/blazebrewingcompany,207-230-8713,BP,,,23013
Cape Neddick ME,Odd By Nature Brewing Co,1400 U.S. Rte 1,Cape Neddick,ME,3902,York,www.oddbynaturebrewing.com,207-606-0050,BC/TR,NEW,10/18/2021,23031
Caribou ME,Northern Maine Brewing Co,22 Main St,Caribou,ME,4736,Aroostook,www.facebook.com/pages/Northern-Maine-Brewing-Co-LLC/1575977852690743/,207-492-2185,BP,,,23003
Eastport ME,Horn Run Brewing Co,75 Water St,Eastport,ME,4631,Washington,www.facebook.com/Hornrunbrewing,207-853-7199,BC/TR,NEW,6/22/2021,23029
Ellsworth ME,Fogtown Brewing Co,25 Pine St,Ellsworth,ME,4605,Hancock,www.fogtownbrewing.com,207-370-0845,BC/TR,,,23009
Farmington ME,Tumbledown Brewing Co,805 Farmington Falls Rd - #7,Farmington,ME,4938,Franklin,www.tumbledownbrewing.com/,207-944-0697,BC/TR,,,23007
Fort Kent ME,First Mile Brewing Co,28 Market St,Fort Kent,ME,40743,Aroostook,www.firstmilebrewing.com,207-316-2640,BC/TR,,,23003
Freeport ME,Gritty McDuffs Brew Pub,183 B Lower Main St - Rte 1,Freeport,ME,4032,Cumberland,www.grittys.com/,207-865-4321,BP,,,23005
Freeport ME,Maine Beer Co,525 Blue Star Memorial Hwy - U.S. Rte 1,Freeport,ME,4032,Cumberland,www.mainebeercompany.com/,207-221-5711,BP,,,23005
Freeport ME,Stars and Stripes Brewing Co,8 Varney Rd,Freeport,ME,4032,Cumberland,www.starsstripesbrewing.com,207-274-3866,BC/TR,,,23005
Fryeburg ME,Saco River Brewing Co,10 Jockey Cap Lane,Fryeburg,ME,4037,Oxford,,207-256-3028,BC/TR,,,23017
Gardiner ME,Bateau Brewing Co,149 Water St,Gardiner,ME,4345,Kennebec,www.facebook.com/bateaubrewing,845-255-5300,BC/TR,,,23011
Gardiner ME,Jokers and Rogues Brewing Co,339 Water St,Gardiner,ME,4345,Kennebec,jokersandrogues.com/index.html,207-582-8811,BC/TR,NEW,5/2/2021,23011
Gardiner ME,Two Gramps Brewing Co,266 Water St,Gardiner,ME,4345,Kennebec,twogrampsbrewing.com,207-592-0776,BP,,,23011
Gorham ME,Lone Pine Brewing Co,48 Sanford Dr,Gorham,ME,4038,Cumberland,www.lonepinebrewery.com,207-536-4952,BC/TR,,,23005
Gorham ME,Sebago Brewing Co,48 Sanford Dr,Gorham,ME,4038,Cumberland,www.sebagobrewing.com/,207-856-2537,BC,,,23005
Gorham ME,Sebago Brewing Co,616 Main St,Gorham,ME,4038,Cumberland,www.sebagobrewing.com/breweries/breweryhq/,207-856-2537,BP,,,23005
Gray ME,Birchwood Brewing Co,19 Portland Rd,Gray,ME,4039,Cumberland,www.birchwoodbrewingco.com,207-657-4598,BC/TR,,,23005
Hallowell ME,Liberal Cup Public House & Brewery,115 Water St - Rte 201,Hallowell,ME,4347,Kennebec,www.theliberalcup.com/,207-623-2739,BP,,,23011
Harrison ME,Fluvial Brewing Co,860 Maple Ridge Rd,Harrison,ME,4040,Cumberland,fluvialbrewing.com,207-779-5588,BC/TR,,,23005
Jackson ME,Tattoed Dad Brewing Co,894 Moosehead Trl,Jackson,ME,4921,Waldo,tattooeddadbrewingco.com,207-505-0006,BC/TR,,,23027
Kennebunk ME,Kennebunkport Brewing Co (Federal Jacks Restaurant & Brew Pub),8 Western Ave,Kennebunk,ME,4043,York,www.federaljacks.com/,207-967-4322,BP,,,23031
Kingfield ME,Bag & Kettle (seasonal),Village Ctr @ ski area base,Kingfield,ME,4947,Franklin,www.thebagandkettle.com/,207-237-2451,BP,,,23007
Kittery ME,Tributary Brewing Co,10 Shapleigh Rd,Kittery,ME,3904,York,www.tributarybrewingcompany.com/,207-703-0093,BC/TR,,,23031
Kittery ME,Woodland Farms Brewery,306 US Route 1 - Suite C,Kittery,ME,3904,York,www.wfbrewery.com,207-994-3911,BC/TR,,,23031
Lewiston ME,Baxter Brewing Co,130 Mill St,Lewiston,ME,4240,Androscoggin,www.baxterbrewing.com/,207-333-6769,BP,,,23001
Lewiston ME,Bear Bones Beer Co,43 Lisbon St,Lewiston,ME,4240,Androscoggin,bearbonesbeer.com/,207-200-1324,BC/TR,,,23001
Liberty ME,Lake St. George Brewing Co,4 Marshall Shore Rd,Liberty,ME,4949,Waldo,www.lakestgeorgebrewing.com,207-589-3031,BC/TR,,,23027
Liberty ME,Liberty Craft Brewing Co - SUMMER SEASONAL,7 Coon Mountain Lane,Liberty,ME,4949,Waldo,www.libertycraftbrewing.com/,207-322-7663,BP,,,23027
Limerick ME,Gneiss Brewing Co,94 Patterson Rd,Limerick,ME,4048,York,www.gneissbeer.com/,207-793-0046,BC/TR,,,23031
Lincolnville ME,Andrews Brewing Co,353 High St,Lincolnville,ME,4849,Waldo,,207-763-3305,BC,,,23027
Lincolnville ME,Andys Brew Pub (Lobster Pound Rest.),2521 Atlantic Hwy - BREWS SEASONALLY,Lincolnville,ME,4849,Waldo,www.facebook.com/pages/Andys-Brew-Pub-Lobster-Pound/398179753656507/,207-789-5550,BP,,,23027
Lubec ME,Lubec Brewing Co,41 N Water St,Lubec,ME,4652,Washington,www.facebook.com/Lubec-Brewing-Company-1406990739591377/,207-733-4555,BC/TR,,,23029
Lyman ME,Funky Bow Brewery & Beer Co,21 Ledgewood Lane,Lyman,ME,4002,York,www.funkybowbeercompany.com/,207-423-9348,BC/TR,,,23031
Machias ME,Machias River Brewing Co - CLOSED 2020,86 Main St,Machias,ME,4654,Washington,,207-259-6001,BP,REVISED,9/17/2021,23029
Milo ME,Bissell Brothers Three Rivers,157 Elm St,Milo,ME,4463,Piscataquis,www.bissellbrothers.com/bissell-brothers-three-rivers,207-808-8258,BC/TR,,,23021
Monhegan ME,Monhegan Brewing Co,1 Boody Lane,Monhegan,ME,4852,Lincoln,www.monheganbrewing.com/Home_Page.html/,207-975-3958,BC/TR,,,23015
Monmouth ME,Grateful Grain Brewing Co,26 Rte 126,Monmouth,ME,4259,Kennebec,www.gratefulgrainbrewing.com/,,BC/TR,,,23011
Monson ME,Turning Page Farm Brewery Co,842 N Guilford Rd,Monson,ME,4464,Piscataquis,www.turningpagefarm.com/brewery,207-997-3424,BC/TR,,,23021
Naples ME,Brays Brewing Co (Garys Olde Towne Tavern),678 Roosevelt Trail - US Rte 302,Naples,ME,4055,Cumberland,www.garysoldetownetavern.com/brewery,207-595-0222,BP,,,23005
New Gloucester ME,NU Brewing Co,437 Lewiston Rd,New Gloucester,ME,4260,Cumberland,nubrewery.com,207-926-8284,BC/TR,,,23005
Newcastle ME,Oxbow Brewing Co,274 Jones Woods Rd,Newcastle,ME,4553,Lincoln,www.oxbowbeer.com/,207-315-5962,BC,,,23015
North Haven ME,North Haven Brewing Co,2 Iron Point Rd - #2,North Haven,ME,4853,Knox,www.northhavenbrewing.com,207-867-2337,BC/TR,,,23013
Norway ME,Norway Brewing Co,237 Main St,Norway,ME,4268,Oxford,www.norwaybrewing.com/,,BP,,,23017
Old Orchard Beach ME,Old Orchard Beach Brewing Co (GFB Scottish Pub),32 Old Orchard St,Old Orchard Beach,ME,4064,York,gfbscottishpub.com,207-934-8432,BP,,,23031
Orono ME,Black Bear Brewery,19 Mill Street,Orono,ME,4473,Penobscot,www.blackbearmicrobrew.com/,207-949-2880,BC/TR,,,23019
Orono ME,Marsh Island Brewing Co,2 Main St,Orono,ME,4473,Penobscot,www.marshislandbrewing.com/,207-942-0119,BC,,,23019
Orono ME,Orono Brewing Co,61 Margin St,Orono,ME,4473,Penobscot,oronobrewing.com,207-866-1272,BP,,,23019
Orono ME,Orono Brewing Co & Draft Room,20 Main St,Orono,ME,4473,Penobscot,oronobrewing.com/,207-991-7064,BC,,,23019
Pittsfield ME,Outland Farm Brewery,113 N Lancey St – Suite 6,Pittsfield,ME,4967,Somerset,www.outlandfarmbrewery.com,207-319-7315,BC,,,23025
Pittsfield ME,Outland Farm Brewery,404 Phillips Corner Rd,Pittsfield,ME,4967,Somerset,www.outlandfarmbrewery.com,207-509-3031,BC/TR,NEW,6/22/2021,23025
Portland ME,Allagash Brewing Co,50 Industrial Way,Portland,ME,4103,Cumberland,www.allagash.com/,207-878-5385,BC/TR,,,23005
Portland ME,Austin Street Brewing Co,1 Industrial Way - Unit 8,Portland,ME,4103,Cumberland,www.austinstreetbrewery.com/,207-831-6387,BC/TR,,,23005
Portland ME,Austin Street Brewing Co,115 Fox St,Portland,ME,4103,Cumberland,www.austinstreetbrewery.com/fox-street,207-200-1994,BC/TR,,,23005
Portland ME,Battery Steele Brewing Co,1 Industrial Way - Unit 12,Portland,ME,4103,Cumberland,www.batterysteele.com/,,BC/TR,,,23005
Portland ME,Belleflower Brewing Co,66 Cove St,Portland,ME,4101,Cumberland,www.belleflowerbeer.com,207-805-1696 ,BC/TR,NEW,5/2/2021,23005
Portland ME,Bissell Brothers Brewing Co,4 Thompson Point Rd - Suite 108,Portland,ME,4102,Cumberland,www.bissellbrothers.com/,,BC,,,23005
Portland ME,Brickyard Hollow Brewing Co,9 Commercial St,Portland,ME,4101,Cumberland,brickyardhollow.com/portland,207-808-8247,BP,NEW,10/18/2021,23005
Portland ME,Bunker Brewing Co,17 Westfield St - Unit D,Portland,ME,4102,Cumberland,bunkerbrewingco.com,207-613-9471,BC/TR,,,23005
Portland ME,Definitive Brewing Co,35 Industrial Way,Portland,ME,4103,Cumberland,www.definitivebrewing.com,207-446-4746,BC/TR,,,23005
Portland ME,Foundation Brewing Co,1 Industrial Way - Suite 5,Portland,ME,4103,Cumberland,foundationbrew.com/,207-370-8187,BC/TR,,,23005
Portland ME,Gearys Brewing Co,38 Evergreen Dr,Portland,ME,4103,Cumberland,www.gearybrewing.com/,207-878-2337,BC,,,23005
Portland ME,Goodfire Brewing Co,219 Anderson St - Unit 6 - REAR,Portland,ME,4101,Cumberland,goodfirebrewing.com/,207-808-8910,BC/TR,,,23005
Portland ME,Gritty McDuffs Brew Pub,396 Fore St,Portland,ME,4101,Cumberland,www.grittys.com/,207-772-2739,BP,,,23005
Portland ME,Liquid Riot Bottling Co,250 Commercial St,Portland,ME,4101,Cumberland,liquidriot.com/,207-221-8889,BP,,,23005
Portland ME,Lone Pine Brewing Co,219 Anderson St,Portland,ME,4101,Cumberland,www.lonepinebrewery.com/,201-282-8720,BC/TR,,,23005
